1.000000E+01   8.739400E-16
1.020900E+01   9.095800E-16
1.042300E+01   9.470500E-16
1.064100E+01   9.889700E-16
1.086400E+01   1.033600E-15
1.109100E+01   1.083100E-15
1.132400E+01   1.136300E-15
1.156100E+01   1.195200E-15
1.180300E+01   1.258900E-15
1.205000E+01   1.329100E-15
1.230200E+01   1.405400E-15
1.255900E+01   1.489400E-15
1.282200E+01   1.580900E-15
1.309100E+01   1.681400E-15
1.336500E+01   1.790900E-15
1.364500E+01   1.911000E-15
1.393000E+01   2.041900E-15
1.422200E+01   2.185200E-15
1.452000E+01   2.341100E-15
1.482300E+01   2.511400E-15
1.513400E+01   2.696500E-15
1.545100E+01   2.898000E-15
1.577400E+01   3.116700E-15
1.610400E+01   3.354100E-15
1.644100E+01   3.611200E-15
1.678500E+01   3.889400E-15
1.713700E+01   4.190000E-15
1.749600E+01   4.514500E-15
1.786200E+01   4.863900E-15
1.823600E+01   5.240000E-15
1.861700E+01   5.644000E-15
1.900700E+01   6.077400E-15
1.940500E+01   6.541600E-15
1.981100E+01   7.038200E-15
2.022600E+01   7.568600E-15
2.064900E+01   8.134200E-15
2.108200E+01   8.736600E-15
2.152300E+01   9.377100E-15
2.197400E+01   1.005700E-14
2.243300E+01   1.077900E-14
2.290300E+01   1.154200E-14
2.338300E+01   1.235000E-14
2.387200E+01   1.320200E-14
2.437200E+01   1.410100E-14
2.488200E+01   1.504800E-14
2.540300E+01   1.604400E-14
2.593500E+01   1.708900E-14
2.647700E+01   1.818600E-14
2.703200E+01   1.933500E-14
2.759800E+01   2.053800E-14
2.817500E+01   2.179400E-14
2.876500E+01   2.310500E-14
2.936700E+01   2.447200E-14
2.998200E+01   2.589500E-14
3.061000E+01   2.737500E-14
3.125000E+01   2.891300E-14
3.190400E+01   3.050900E-14
3.257200E+01   3.216300E-14
3.325400E+01   3.387500E-14
3.395000E+01   3.564700E-14
3.466100E+01   3.747800E-14
3.538700E+01   3.936800E-14
3.612700E+01   4.131700E-14
3.688400E+01   4.332500E-14
3.765600E+01   4.539200E-14
3.844400E+01   4.751800E-14
3.924900E+01   4.970300E-14
4.007000E+01   5.194600E-14
4.090900E+01   5.424700E-14
4.176500E+01   5.660500E-14
4.264000E+01   5.902000E-14
4.353200E+01   6.149200E-14
4.444400E+01   6.402000E-14
4.537400E+01   6.660400E-14
4.632400E+01   6.924200E-14
4.729400E+01   7.193500E-14
4.828400E+01   7.468200E-14
4.929400E+01   7.748200E-14
5.032600E+01   8.033500E-14
5.138000E+01   8.324000E-14
5.245500E+01   8.619800E-14
5.355300E+01   8.920600E-14
5.467400E+01   9.226600E-14
5.581900E+01   9.537600E-14
5.698700E+01   9.853600E-14
5.818000E+01   1.017500E-13
5.939800E+01   1.050100E-13
6.064100E+01   1.083200E-13
6.191100E+01   1.116800E-13
6.320700E+01   1.150900E-13
6.453000E+01   1.185500E-13
6.588100E+01   1.220500E-13
6.726000E+01   1.256100E-13
6.866800E+01   1.292200E-13
7.010500E+01   1.328900E-13
7.157300E+01   1.366000E-13
7.307100E+01   1.403600E-13
7.460100E+01   1.441800E-13
7.616200E+01   1.480500E-13
7.775700E+01   1.519800E-13
7.938400E+01   1.557200E-13
8.104600E+01   1.592600E-13
